Tweet,Label,Emojis,😂,😭,😍,🔥,😊,😩,❤️,🇺🇸,❤,🤣
RT @queermurphys: FUCKING BABES!!!!!!! ❤️ #Survival2 https://t.co/QUleR3cBBF,1,['❤️'],0,0,0,0,0,0,1,0,0,0
You been waiting 45 mins go get yo fucking pizza nigga 😂😂😂😂 https://t.co/2yhPSaPISM,1,"['😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
"@JajaPhD lmao 😂 you were be champion of liberalism, you are judging me for liking pimples on my SO's face? Na you wan burst am?",1,['😂'],1,0,0,0,0,0,0,0,0,0
"Behind the scenes of house of army is just as funny as the skit itself, if not more so 😂 https://t.co/OdsoTZp3Nu",1,['😂'],1,0,0,0,0,0,0,0,0,0
RT @Princess_Emmaa: Get you a nigga that buys you food when your mad at him😂❤️,1,"['😂', '❤️']",1,0,0,0,0,0,1,0,0,0
Like how I regret not talking to Camila when I met her I hate being shy 😭 https://t.co/wTUpBxZ31p,1,['😭'],0,1,0,0,0,0,0,0,0,0
"1st day in #NewYork...Swip 🔛 Airplane ride, NYC❤️, first thing you do in #NYC get pizza, and… https://t.co/Hupiwrc5QT",1,"['🔛', '❤️']",0,0,0,0,0,0,1,0,0,0
"RT @TheHappyCampers: ""Awe Jim you sucked it like it was a fucking dick"" 😂💀 https://t.co/WghKa5MVDz",1,"['😂', '💀']",1,0,0,0,0,0,0,0,0,0
RT @TheBloodShow: I'm letting u know now. We not protesting when the laws shoot yo ass for this stupid phone case 😂😂 https://t.co/IcSMsKpCrl,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
RT @hates_cole97: Omgggggg yes you already fucking no 😂😂😂😂😂😂😭😭😭😭😭😭😭😭 https://t.co/fKDHBCwEfa,1,"['😂', '😂', '😂', '😂', '😂', '😂', '😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭']",1,1,0,0,0,0,0,0,0,0
RT @JennyLovvve: damn I hate when I realize there's no damn liga on my wrist when I want to put my hair up 😩,1,['😩'],0,0,0,0,0,1,0,0,0,0
RT @og_ave: You can't get mad that you can't make me mad... mad ass mf 😂😂😂,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
RT @youngthug: I'm goin to find u.. then I'm goin to fuck u.... 🤔 this nigga stupid af😭😂😭😂,1,"['🤔', '😭', '😂', '😭', '😂']",1,1,0,0,0,0,0,0,0,0
RT @woahdamani: For all of you females who want hood niggas so bad watch this and learn 😂😂😂😭😭 https://t.co/kWXrwcMQPr,1,"['😂', '😂', '😂', '😭', '😭']",1,1,0,0,0,0,0,0,0,0
RT @iCuurveHoes: I hate when they boyfriends cock block...go play 2k nigga 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
RT @NEWSTERRR: S/O an @Paramounnt weil sein Dad fucking Rapper ist 😂😂,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
Some girl legit just turned and asked me if we had the test today like uh yeah you're screwed girl 🤣,1,['🤣'],0,0,0,0,0,0,0,0,0,1
RT @IHATETEF: When I tell you I'm in fucking tears boy 😭😭😭😭😭😭 https://t.co/PWPGQbj8XG,1,"['😭', '😭', '😭', '😭', '😭', '😭']",0,1,0,0,0,0,0,0,0,0
RT @CerromeZONE: This shit got me fuckin CRYINGGGGGG!! Cuz the lil nigga aint even want this stupid cut just look @ his face 😭😭😭😭 https://t…,1,"['😭', '😭', '😭', '😭']",0,1,0,0,0,0,0,0,0,0
"just incase you were having a bad day, watch this video of a baby fox learning to sit 😭😭https://t.co/S7whujdgmI",1,"['😭', '😭']",0,1,0,0,0,0,0,0,0,0
#tbt Freshman year of high school 😂🤣😂 o lord. At least I improved from my 8th grade yearbook pics #wtf… https://t.co/FgivKzKjEf,1,"['😂', '🤣', '😂']",1,0,0,0,0,0,0,0,0,1
RT @FunnyPicsDepot: RT if you still hate this nigga 😂 https://t.co/S4QirK9MnV,1,['😂'],1,0,0,0,0,0,0,0,0,0
RT @BluntOfLoud: Reason Why These Bitches Secretly Hate Me🤣🤣🤣🤣🤣 https://t.co/ixJD7B4ZDz,1,"['🤣', '🤣', '🤣', '🤣', '🤣']",0,0,0,0,0,0,0,0,0,1
And a huge happy birthday to my brother @big_hurt97 today! Love you bro!! ❤😂👉👈 https://t.co/xprCJ3xZne,1,"['❤', '😂', '👉', '👈']",1,0,0,0,0,0,0,0,1,0
"maaaan, I was FUCKED UP dawg 😂 https://t.co/zq14nlZQYx",1,['😂'],1,0,0,0,0,0,0,0,0,0
Hate girls that be all up on my mans notifications but when he tweets about me you bitches are no where to be found 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
It's WAY worse than I fucking expected! 😂 https://t.co/fk0tdDLkUu,1,['😂'],1,0,0,0,0,0,0,0,0,0
Cutest Sweetest Loveliest pair forever ❤❤❤ @Varun_dvn @aliaa08 VARUN DHAWAN'S BIRTHDAY MONTH https://t.co/EK0ZO7lcE3,1,"['❤', '❤', '❤']",0,0,0,0,0,0,0,0,1,0
@drjatinanand Anything that is against BJP and RSS will be first hand on NewsX and NDTV by default followed by News18. 🤣,1,['🤣'],0,0,0,0,0,0,0,0,0,1
I STILL🤷🏽‍♀️ HE STILL 🤷🏾‍♂️ WE STILL 👫💏FUCKING BITCH 💦💪🏻Move Around 😭😭😭😭💀💯,1,"['🤷🏽\u200d♀️', '🤷🏾\u200d♂️', '👫', '💏', '💦', '💪🏻', '😭', '😭', '😭', '😭', '💀', '💯']",0,1,0,0,0,0,0,0,0,0
"RT @Richie_l0c0: ""Before I call u in the n word"" she was so fucking hurt that he didn't like her Twinkie cakes 😭😭 https://t.co/QYF27fNcyM",1,"['😭', '😭']",0,1,0,0,0,0,0,0,0,0
RT @MannyMua733: HOLY SHIT JSCXMANNY COMES OUT TOMORROW!!!! I'm gonna scream! 10AM PST! 😍😩😍😩😍😩😍 https://t.co/BkoYPXicEz,1,"['😍', '😩', '😍', '😩', '😍', '😩', '😍']",0,0,1,0,0,1,0,0,0,0
u always state your opinions but yet you don't want hearing other people's opinions about you? how ironic 😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
RT @WSHHVlDEOS: Real fucking tears lmaooo💀😭 https://t.co/TSGmizqsis,1,"['💀', '😭']",0,1,0,0,0,0,0,0,0,0
Just when I thought alarm couldn't get more adorable...she's talking about Weight Watchers while she cooks 😂 #MKR,1,['😂'],1,0,0,0,0,0,0,0,0,0
"Whew, I'd be sick. But, I'm not an idiot so I don't bet on the Knicks. 😂 https://t.co/f6VmAZ7Kxs",1,['😂'],1,0,0,0,0,0,0,0,0,0
Crush Status Eachh tieme I saaw U.. I stoop breathien 4 a sec!😍 Read More -... https://t.co/jdSXDD5uzM,1,['😍'],0,0,1,0,0,0,0,0,0,0
RT @CerromeZONE: This shit got me fuckin CRYINGGGGGG!! Cuz the lil nigga aint even want this stupid cut just look @ his face 😭😭😭😭 https://t…,1,"['😭', '😭', '😭', '😭']",0,1,0,0,0,0,0,0,0,0
Just finished speaking to a counselor at @fresnocity. Susan is the best! She went above and beyond what I expected 😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
"@claudiaaceved0 same 😂 when i went to the Purple Rain celebration last August here in LA, everyone laughed at this part lol.",1,['😂'],1,0,0,0,0,0,0,0,0,0
RT @lolitsnique: SLV & BROADMOOR PROM FUCKING OVER BELAIRE PROM 😍😍😍😍>>>>,1,"['😍', '😍', '😍', '😍']",0,0,1,0,0,0,0,0,0,0
RT @poeticsNormani: every time you RT this you'll piss off an ugly homophobe ❤️💜💛💚💙 #ThingsIWontApologizeFor https://t.co/bZV9GeKPzX,1,"['❤️', '💜', '💛', '💚', '💙']",0,0,0,0,0,0,1,0,0,0
@JennCassetta Thanks for teaching us how to be a #SheBeast 💕😊 #strongisbeautiful @CCWomenLead https://t.co/hJYU2lmNxG,1,"['💕', '😊']",0,0,0,0,1,0,0,0,0,0
RT @Stormzy1: #GSAP TOUR - DUBLIN - FUCKING HELL!!!! 🇮🇪❤️💪🏿 https://t.co/b6uzw8c3Ze,1,"['🇮🇪', '❤️', '💪🏿']",0,0,0,0,0,0,1,0,0,0
https://t.co/PGwqgQ8vWP via @youtube the end of the show last night. Awesome. 💚🇺🇸🎸 #stillbreathing #vegas,1,"['💚', '🇺🇸', '🎸']",0,0,0,0,0,0,0,1,0,0
OMG @LeaMichele! This is a beautiful and amazing song. I'm crying 😭😭😭 #places #runtoyou https://t.co/swSbIWSAde,1,"['😭', '😭', '😭']",0,1,0,0,0,0,0,0,0,0
RT @Ricky_Casas_: I be working all fucking day man wtf 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
RT @DiaDeRikura: Suck That Fucking Cock !!! 😱😱😍😍 #shemale #cumwhore https://t.co/2MiPZT4m2d,1,"['😱', '😱', '😍', '😍']",0,0,1,0,0,0,0,0,0,0
I just love how her iridescent feathers become green dragon scales when the sunlight transforms them 😍#hen... https://t.co/WrB2Lmx7en,1,['😍'],0,0,1,0,0,0,0,0,0,0
Affi big up glenmuir they are trying ❤❤❤ Nuff Respect to all the schools WOOOW can't wait to see these youth repres… https://t.co/YAZAvBzNeR,1,"['❤', '❤', '❤']",0,0,0,0,0,0,0,0,1,0
RT @Kickingitwith_K: @iDeMandaa_YOU HIM BITCH 😭!! Kept talking bout I'm trynna take you home 💀💀🤦🏽‍♀️ not the fuck me !! https://t.co/NS30sg…,1,"['😭', '💀', '💀', '🤦🏽\u200d♀️']",0,1,0,0,0,0,0,0,0,0
RT @LanayPrettyAss: My Niece Bad As Fuck 😂😂😂 https://t.co/CuxwTkphIo,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
Still can't believe I was this close to Justin 😩 26.10.2016 Purpose world tour Sheffield https://t.co/28VlbTRCKi,1,['😩'],0,0,0,0,0,1,0,0,0,0
"Look who i found, she said she needs a new home. The old one burn down.....😂😂😂😂😂😂😨😨😨😨 https://t.co/wNCHCN36j1",1,"['😂', '😂', '😂', '😂', '😂', '😂', '😨', '😨', '😨', '😨']",1,0,0,0,0,0,0,0,0,0
Daniel Craig there didn't know the fucking words the melt 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
This generation is fucked like 😂💀 https://t.co/sLf1fGReED,1,"['😂', '💀']",1,0,0,0,0,0,0,0,0,0
"@FoxNews Things the Democrats can't buy, Character, Manners, Morals, Common Sense, Trust, Respect, Integrity and Honor. 🇺🇸OORAH🇺🇸",1,"['🇺🇸', '🇺🇸']",0,0,0,0,0,0,0,1,0,0
having to walk through town with no makeup for my prom trial has got to be the worst thing😩😩 never felt so minging😭😂,1,"['😩', '😩', '😭', '😂']",1,1,0,0,0,1,0,0,0,0
"RT @ChapStickThvg: Nigga thats a Dhicken wing RT ""@NoHoesJesse These chicken wings were lit tho 😩"" https://t.co/IVMZfGtclj",1,['😩'],0,0,0,0,0,1,0,0,0,0
@Timwill04765 @peterdaou 😂🤔😒But let's just ignore the systematic rat fucking #DNCtreason used to support a corporat… https://t.co/2b7D6gicOZ,1,"['😂', '🤔', '😒']",1,0,0,0,0,0,0,0,0,0
"posting the infamous fishhook picture for my bff's birthday😂😂 happy birthday Noah, see you in T-minus 2 & 1/2 month… https://t.co/44p1CDvarI",1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
@Pepceptional @jayutd19 because I corrected his retarded unlogical comment. & called him a div. 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
"So I get done telling me story and he like ""Alright.... I'm still gone whoop yo ass"" I just fucking crumbled. 😂😂😂😂😂😂😂",1,"['😂', '😂', '😂', '😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
@MR097032 @anu4rvr @Arya_SMM Chill MR Gaurav know awll as @karubaki31 use to say..here he will see only dat GC wont reply wala part only 😂😂😂,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
@magzipan keith is soooo PRECIOUS T____T i got hunk too for emi but i str8 up wanted all of em 😭💕💕💕💕,1,"['😭', '💕', '💕', '💕', '💕']",0,1,0,0,0,0,0,0,0,0
RT @saxfreshh: Man I don't even know you but you fucking slayyyy bitchhhhhhh😂😂fucking makeup is on point ❤️❤️ https://t.co/qnHdXuEbKt,1,"['😂', '😂', '❤️', '❤️']",1,0,0,0,0,0,1,0,0,0
Idek why I acknowledge that broke hoe 💀😂 ...sha-bye Even on my worst days bitch I'm still cuter than u,1,"['💀', '😂']",1,0,0,0,0,0,0,0,0,0
@luke_beatty Classics veteran Tyler Farrar is racing for @TeamDiData and flying the 🇺🇸 for US. Cheer for him!,1,['🇺🇸'],0,0,0,0,0,0,0,1,0,0
RT @RichHomieChy: People be wanting to dislike you so bad and be mad as fuck when they can't find a reason to 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
Thanks baby sis ❤️ @RyanJonesOnline says hi! #SisterlyLove #WereAllMatesNow 😂😂😂 hahaha xxx https://t.co/xeeVdvEX4Z,1,"['❤️', '😂', '😂', '😂']",1,0,0,0,0,0,1,0,0,0
@markgore27 @mansfieldtownfc @drfc_official Shut up you idiot 🙄😂,1,"['🙄', '😂']",1,0,0,0,0,0,0,0,0,0
❤️PRAYERS FOR❤️ Emily in court 7th4legal help w/harassing ex affecting childrenDorothy &fam as she hasgone on2eternityHow can we pray4you?,1,"['❤️', '❤️']",0,0,0,0,0,0,1,0,0,0
To bad her boobs look the same before and after 😂💀 this bra does nothing for her ! https://t.co/CARs6efoQy,1,"['😂', '💀']",1,0,0,0,0,0,0,0,0,0
RT @NoHoesGeorge: I'm officially taken 😩❤🔒as a fucking joke,1,"['😩', '❤', '🔒']",0,0,0,0,0,1,0,0,1,0
RT @why13reason: this fucked me up 😭😭 https://t.co/xWvJM5jF4W,1,"['😭', '😭']",0,1,0,0,0,0,0,0,0,0
RT @why13reason: this fucked me up 😭😭 https://t.co/xWvJM5jF4W,1,"['😭', '😭']",0,1,0,0,0,0,0,0,0,0
i feel like i've been asleep the whole week 😂i've been so tired and like have had this not-awake feeling😂🤔,1,"['😂', '😂', '🤔']",1,0,0,0,0,0,0,0,0,0
@NicholasBrown83 @ErickFernandez @realDonaldTrump POTUS lives rent free in the angry heads of twitting twats #MAGA 💪🏼🇺🇸💪🏼,1,"['💪🏼', '🇺🇸', '💪🏼']",0,0,0,0,0,0,0,1,0,0
RT @TheBloodShow: I'm letting u know now. We not protesting when the laws shoot yo ass for this stupid phone case 😂😂 https://t.co/IcSMsKpCrl,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
RT @Millz_Isydopn: Yo bestfriend ain't fucking with my bestfriend ‼️‼️💪🏾💪🏾💯💯😍 @SourDee_ https://t.co/6sbJ1Lllvw,1,"['‼️', '‼️', '💪🏾', '💪🏾', '💯', '💯', '😍']",0,0,1,0,0,0,0,0,0,0
@bigtim134 @M6NSTER @EricEric992 @Whutom88 @goc1978 My Dad smokes about in a 2003 Volvo S80 2.4 auto. It's the car you cannot kill. 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
@CrankThatFrank I fucking screamed when I saw you in Matthews video 😂😂 omggggg. Why???? https://t.co/pM3ptEJTCW,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
Congratulations kuki :)🎉🎊 @i_nivethathomas on reaching 100K followers on Twitter..wants more to come😊 Love you fore… https://t.co/RoyOPW6uz8,1,"['🎉', '🎊', '😊']",0,0,0,0,1,0,0,0,0,0
RT @Goddess_Nattie: Fucking fatpig paying for my drinks 🤣🤣 https://t.co/f2oXr9NsCv,1,"['🤣', '🤣']",0,0,0,0,0,0,0,0,0,1
"can @TSDominicanRep braid my hair like @IISuperwomanII ? Snatch my hair, pull my hair, YANK IT OUT. 😭🙌🏻",1,"['😭', '🙌🏻']",0,1,0,0,0,0,0,0,0,0
@saratahhan88 @johnnyorlando @dalevorlando @maddieorlando @MeredithOrlando @darianorlando @LaurenOrlando So amazing😍😍😍,1,"['😍', '😍', '😍']",0,0,1,0,0,0,0,0,0,0
My Senior year I'm not sitting in this boring ass ceremony! My father just going have to get tf over it 😂😂,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
RT @STlMULATION: Damn I don't know whether to feel bad for her or for him 😭 https://t.co/FYmscmNa8H,1,['😭'],0,1,0,0,0,0,0,0,0,0
"""Citing no evidence""; what a shocking &notable change for that creature! ☹️😤 #RESIST🤡🇺🇸🦄🌈 #PROBE🇷🇺🤥💩 #IMPEACH 👑🤥🤡🇺🇸 https://t.co/fz6cGP4J4Q",1,"['☹️', '😤', '🤡', '🇺🇸', '🦄', '🌈', '🇷🇺', '🤥', '💩', '👑', '🤥', '🤡', '🇺🇸']",0,0,0,0,0,0,0,1,0,0
@AnjaxNS ...do you think I can have Alec randomly have lost his shoes along the way? Fluffy carpet demands it 😂😂😂,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
Happy Birthday Uncle Chuckie ❤I know you're always watching over us 👼🏼Missing you always. https://t.co/E5ODkR0bCz,1,"['❤', '👼🏼']",0,0,0,0,0,0,0,0,1,0
RT @JaymeNicole23: @xxxDanielleRxxx fucking kills me man 😂😂😂😂,1,"['😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
RT @dimeD___: My lips be looking SO FUCKING EDIBLE w lip gloss. 👅👅👅👅👅👅👅👅👅👅👅👅👅👅👅👅😍😍😍😍😍😍🤤🤤🤤🤤🤤,1,"['👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '👅', '😍', '😍', '😍', '😍', '😍', '😍', '🤤', '🤤', '🤤', '🤤', '🤤']",0,0,1,0,0,0,0,0,0,0
Cardboard Gangsters has been selected for the prestigious Newport Beach Film Festival LA🇺🇸 April 22nd. @ColeKitchenn @Londonflairpr,1,['🇺🇸'],0,0,0,0,0,0,0,1,0,0
Going shopping with my mom today. It's going to be another beautiful spring day. I have the weekend off. I'm excited 😊,1,['😊'],0,0,0,0,1,0,0,0,0,0
Gonna act persistent with women cuz that's how apperently these ugly niggas get them 😂🤦🏽‍♂️,1,"['😂', '🤦🏽\u200d♂️']",1,0,0,0,0,0,0,0,0,0
@_stephanynv no way !!! Tell me what happens! Work has me all fucked up. I don't have time just on the weekends 😩😩,1,"['😩', '😩']",0,0,0,0,0,1,0,0,0,0
@pavnisharma17 @AroraKumari @arorachirag57 @ramyavellanki The adivaasi girl👉Rishika😂biggest fake person always wins smartphone and big thing,1,"['👉', '😂']",1,0,0,0,0,0,0,0,0,0
"@davidsoho1 You're already breaking box office records, and this will cement it further. Great looking advert 😊 X",1,['😊'],0,0,0,0,1,0,0,0,0,0
I have an exam tomorrow morning and instead of studying I'm watching @TheCWSupergirl and #Karamel videos 😍💗. And I don't care...... much,1,"['😍', '💗']",0,0,1,0,0,0,0,0,0,0
RT @FunnyPicsDepot: RT if you still hate this nigga 😂 https://t.co/S4QirK9MnV,1,['😂'],1,0,0,0,0,0,0,0,0,0
Talking about prom... Cam: have you ordered a croissant?🥐 She's an idiot😅😭 @camwowzaa,1,"['🥐', '😅', '😭']",0,1,0,0,0,0,0,0,0,0
YAW GOT MY BABYDADDY @YoungDolph FUCKED UP🤣🐬🐬🐬🐬🐬 #Bulletproof,1,"['🤣', '🐬', '🐬', '🐬', '🐬', '🐬']",0,0,0,0,0,0,0,0,0,1
RT @Sunshine_1771: @cpaxton21 @fuckboybobby i'm fucking dying 😂😂,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
@CharoCuchiCuchi @RuPaul Who can forget this gem from @CharoCuchiCuchi?! 😂😂😂 https://t.co/zzJPqGqRBc,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
RT @Chronexia: Im fucking slayed fam 😂 https://t.co/9vzll5rhHU,1,['😂'],1,0,0,0,0,0,0,0,0,0
RT @NoHoesGeorge: I'm officially taken 😩❤🔒as a fucking joke,1,"['😩', '❤', '🔒']",0,0,0,0,0,1,0,0,1,0
RT @BadGirlsClb: Got bitches I never met mad at me 😂😂,1,"['😂', '😂']",1,0,0,0,0,0,0,0,0,0
pcy worked hard on simaf like really really a lot alot 😭😭😭😭😭😭 i honestly hope to see more of actor!pcy so he could improve more 😭😭,1,"['😭', '😭', '😭', '😭', '😭', '😭', '😭', '😭']",0,1,0,0,0,0,0,0,0,0
RT @CerromeZONE: This shit got me fuckin CRYINGGGGGG!! Cuz the lil nigga aint even want this stupid cut just look @ his face 😭😭😭😭 https://t…,1,"['😭', '😭', '😭', '😭']",0,1,0,0,0,0,0,0,0,0
Ade🎉🎉. Happy birthday craze clown's lookalike 😂😂. Please make sure your phone isn't on silent today @ITZ_SVDIQ 😂. Have fun,1,"['🎉', '🎉', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
"RT @lelylafea: hate the ""ew u drink beer"" type of bitches 😭😭😭😩😩😩shutup befor i crack u w my fortyyyyyy shawtyyy",1,"['😭', '😭', '😭', '😩', '😩', '😩']",0,1,0,0,0,1,0,0,0,0
The episodes get better each time ! So in love ❤ with #sonofabish @abishmathew @MallikaDua @Its_Badshah,1,['❤'],0,0,0,0,0,0,0,0,1,0
"👍🏽💲💰👌🏼🚘🚗🌎💯🍀🐍🌲™👀👍🏽💔🔥🗣💨Gang Gang™ ""Hooligan"" <- The Real 1, Cracka Nigga That Don't Believe In Rapest, ya 3g Wana Si, bitxh ya out ya F 🌲™💲💰👍🏽",1,"['👍🏽', '💲', '💰', '👌🏼', '🚘', '🚗', '🌎', '💯', '🍀', '🐍', '🌲', '™', '👀', '👍🏽', '💔', '🔥', '🗣', '💨', '™', '🌲', '™', '💲', '💰', '👍🏽']",0,0,0,1,0,0,0,0,0,0
Okay so me and Grant have something in common. We both can't tell when a phone is recording lmao!😂😂😂 https://t.co/RxjAKmDZiq,1,"['😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
RT @itsLOSO_: Lmfaoooo they was fucking him up. 😂😂😂😂 https://t.co/G1uIJBCV6V,1,"['😂', '😂', '😂', '😂']",1,0,0,0,0,0,0,0,0,0
RT @CerromeZONE: This shit got me fuckin CRYINGGGGGG!! Cuz the lil nigga aint even want this stupid cut just look @ his face 😭😭😭😭 https://t…,1,"['😭', '😭', '😭', '😭']",0,1,0,0,0,0,0,0,0,0
And haven't hated an antagonist in a game for a long time like I do for Kamoshida. What a great villain 😂,1,['😂'],1,0,0,0,0,0,0,0,0,0
😴 5 Mindsets That Can Kill Your Best Ideas > https://t.co/irWLpHj8oZ < #entrepreneur #business #careeradvice #careertips RT ❤️,1,"['😴', '❤️']",0,0,0,0,0,0,1,0,0,0
I wish I could be there tomorrow but sadly I'm on shift. I hope you all have a fabulous day 🐌 ❤ #nursing… https://t.co/5LtffUFyjB,1,"['🐌', '❤']",0,0,0,0,0,0,0,0,1,0
